# Submenu
expd_pdxrptg_notification_menu_open;Open Notifications Submenu;;;;;;;;;;;;;x
expd_pdxrptg_notification_menu_open_desc;The notifications submenu allows you to receive alerts when your character fulfils certain conditions - ie. when you might want to take an in-game action to rectify something;;;;;;;;;;;;;x
expd_pdxrptg_notification_magicka_full_toggle;Toggle Notification: Magicka Full;;;;;;;;;;;;;x
expd_pdxrptg_notification_magicka_full_toggle_desc;Toggle Notification: Magicka Full;;;;;;;;;;;;;x
expd_pdxrptg_notification_magicka_half_toggle;Toggle Notification: Magicka Half-Full;;;;;;;;;;;;;x
expd_pdxrptg_notification_magicka_half_toggle_desc;Toggle Notification: Magicka Half-Full;;;;;;;;;;;;;x
expd_pdxrptg_notification_potion_effect_ended_toggle;Toggle Notification: Potion Effect Ended;;;;;;;;;;;;;x
expd_pdxrptg_notification_potion_effect_ended_toggle_desc;Toggle Notification: Potion Effect Ended;;;;;;;;;;;;;x
# Submenu tooltips
expd_pdxrptg_notification_magicka_full_will_be_enabled_tt;The §YMagicka Full§! notification (which is currently §Ydisabled§!) will be §Genabled§!;;;;;;;;;;;;;x
expd_pdxrptg_notification_magicka_full_will_be_disabled_tt;The §YMagicka Full§! notification (which is currently §Yenabled§!) will be §Rdisabled§!;;;;;;;;;;;;;x
expd_pdxrptg_notification_magicka_half_will_be_enabled_tt;The §YMagicka Half-Full§! notification (which is currently §Ydisabled§!) will be §Genabled§!;;;;;;;;;;;;;x
expd_pdxrptg_notification_magicka_half_will_be_disabled_tt;The §YMagicka Half-Full§! notification (which is currently §Yenabled§!) will be §Rdisabled§!;;;;;;;;;;;;;x
expd_pdxrptg_notification_potion_effect_ended_will_be_enabled_tt;The §YPotion Effect Ended§! notification (which is currently §Ydisabled§!) will be §Genabled§!;;;;;;;;;;;;;x
expd_pdxrptg_notification_potion_effect_ended_will_be_disabled_tt;The §YPotion Effect Ended§! notification (which is currently §Yenabled§!) will be §Rdisabled§!;;;;;;;;;;;;;x
# Magicka - Event text
ExpdPdxrptgNotifications_MagickaFull_Title;My Magicka pool is full!;;;;;;;;;;;;;x
ExpdPdxrptgNotifications_MagickaFull_Desc;I feel energised - veritably brimming with magicka - as if anything is possible!;;;;;;;;;;;;;x
ExpdPdxrptgNotifications_MagickaHalf_Title;My Magicka pool is half-full!;;;;;;;;;;;;;x
ExpdPdxrptgNotifications_MagickaHalf_Desc;I am slowly recovering from my previous magickal exertions;;;;;;;;;;;;;x
ExpdPdxrptgNotifications_PotionEffectExpired_Title;My Alchemical potion has expired!;;;;;;;;;;;;;x
ExpdPdxrptgNotifications_PotionEffectExpired_Desc;I woke up this morning and realised that the potion I bought from the marketplace has expired.\n\nPerhaps I should return to buy another?;;;;;;;;;;;;;x
ExpdPdxrptgNotifications_Option_DisableThisNotification;Disable this notification;;;;;;;;;;;;;x
