#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
warrior_lodge_aztec;The Shorn Ones;;;;;;;;;;;;;x
warrior_lodge_aztec_desc;The Cuahchiqueh, or more commonly known to outsiders as the Shorn Ones, are a military fraternity of skilled nobles and legendary soldiers within the Aztec military. The reformed Shorn Ones have been equiped to handle the militant orders of the New World and now welcome converted outsiders into their ranks.;;;;;;;;;;;;;x
warrior_lodge_aztec_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
create_warrior_lodge_aztec;Create Shorn Ones;;;;;;;;;;;;;x
create_warrior_lodge_aztec_desc;The Cuahchiqueh hold a special place within the miltary orders of the Aztecs. It is the hardest to get into, and only warriors who have served all their life can only hope to get accepted. With the discovery of this New World and its complex militaries and large holy orders, it is time to reform this legendary fraternity to make it on par with the ones in this strange land.;;;;;;;;;;;;;x
create_warrior_lodge_aztec_tooltip;Establish the §YWarrior Society§! of the §YShorn Ones§!;;;;;;;;;;;;;x
warrior_lodge_aztec_battle_trance;Enter Battle Trance;;;;;;;;;;;;;x
warrior_lodge_aztec_battle_trance_desc;With the help of [Root.Society.GetName] and their mystics, you can achieve an otherworldly level of strength and clarity of intent, for a short period of time.;;;;;;;;;;;;;x
warrior_lodge_aztec_battle_trance_power_desc;Enables a decision in the §YIntrigue§! menu for §Y[aztec.GetName]§! rulers to enter a battle trance for a limited time, increasing their military skills.;;;;;;;;;;;;;x
tooltip_aztec_battle_trance_cooldown;Has NOT recently entered a Battle Trance;;;;;;;;;;;;;x
tooltip_aztec_battle_trance;Augment your §YMilitary§! skills for a limited amount of time, at the cost of your §YHealth§!.;;;;;;;;;;;;;x
EVTDESC_AZC_25006;As the [aztec_reformed.GetName] mystics surround me, preparing my body and mind for the ritual, one of them asks me what do I wish to do with the power bestowed to me by the [aztec_reformed.GetHighGodName].;;;;;;;;;;;;;x
EVTOPTA_AZC_25006;I wish to lead my troops to victory!;;;;;;;;;;;;;x
