#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EXPD_T_TOOLTIP_DEBUG_MODE_ENABLED;!!! DEBUG MODE IS ENABLED !!!;;;;;;;;;;;;;x
EXPD_T_REASON_DEBUG_MODE_ENABLED;!!! DEBUG MODE IS ENABLED !!!;;;;;;;;;;;;;x
expd_t_enable_debug_mode;§RED-T: Enable Debug Mode§!;;;;;;;;;;;;;x
expd_t_enable_debug_mode_desc;Enable debug mode for the "§YExpanded Decisions: Tributaries§!" mod.\nNotable effects: AI will always accept requests from players;;;;;;;;;;;;;x
expd_t_disable_debug_mode;§RED-T: Disable Debug Mode§!;;;;;;;;;;;;;x
expd_t_disable_debug_mode_desc;Disable debug mode for the "§YExpanded Decisions: Tributaries§!" mod.\nNotable effects: AI behaviour will return to normal;;;;;;;;;;;;;x
expd_t_debug_destroy_all_ai_protectorates;§RED-T: DEBUG: Destroy AI Protectorates§!;;;;;;;;;;;;;x
expd_t_debug_destroy_all_ai_protectorates_desc;Destroy all Protectorates where the AI is the suzerain;;;;;;;;;;;;;x
expd_t_debug_list_all_protectorates;§RED-T: DEBUG: List all Protectorates§!;;;;;;;;;;;;;x
expd_t_debug_list_all_protectorates_desc;The third-party filter contains a list of all Protectorates in the world;;;;;;;;;;;;;x
expd_t_debug_list_all_protectors;§RED-T: DEBUG: List all Protectors§!;;;;;;;;;;;;;x
expd_t_debug_list_all_protectors_desc;The third-party filter contains a list of all suzerains of Protectorates in the world;;;;;;;;;;;;;x
