# Bloodline name & desc
emb_celtic_unity_bloodline_universal_name;Celtic Unity;;;;;;;;;;;;;x
emb_celtic_unity_bloodline_universal_desc;Through glorious conquest and magnificent diplomacy, [Root.GetTitledFirstName] has finally reunited the Celts of Western Europe;;;;;;;;;;;;;x
# Decision
emb_forge_celtic_unity_bloodline;Forge Celtic Unity Bloodline;;;;;;;;;;;;;x
emb_forge_celtic_unity_bloodline_desc;The Celts were once a powerful and widespread culture, but they were pushed to the margins of Western Europe and have become hopelessly fractured. However, if a particularly dynamic leader was able to reunite the Celts, the resurgent Celtic Empire would become a force to be reckoned with...;;;;;;;;;;;;;x
# Tooltips (Decision allow block)
emb_celtic_unity_this_character_owns_at_least_1_province_of_their_culture_tt;[This.GetTitledFirstName] owns at least one province of §Y[This.Culture.GetName] culture§!;;;;;;;;;;;;;x
emb_celtic_unity_this_character_owns_at_least_1_province_of_a_different_celtic_culture_tt;[This.GetTitledFirstName] owns at least one province of §Ya different Celtic culture§!;;;;;;;;;;;;;x
emb_celtic_unity_this_character_owns_at_least_20_provinces_of_any_celtic_culture_in_western_europe_region_tt;[This.GetTitledFirstName] owns at least 20 provinces of §Yany Celtic culture§! in the §YWestern Europe§! region;;;;;;;;;;;;;x
emb_celtic_unity_this_character_owns_every_celtic_culture_province_in_western_europe_region_tt;[This.GetTitledFirstName] owns every province of §YCeltic culture§! in the §YWestern Europe§! region;;;;;;;;;;;;;x
emb_celtic_unity_bloodline_has_not_been_forged_tt;No-one has ever created the §YCeltic Unity bloodline§!;;;;;;;;;;;;;x
# Tooltips (Decision effect block)
emb_celtic_unity_no_valid_bloodline_tt;§RNo valid bloodline can be created and it should be impossible to take this decision!§!\n(Check info below for more details.);;;;;;;;;;;;;x
emb_celtic_unity_bloodline_info_first_line_tt;\n§YINFO:§! The characteristics of the bloodline depend on which §YCeltic cultures§! exist in [This.GetTitledFirstName]'s realm. Currently, there are:;;;;;;;;;;;;;x
emb_celtic_unity_bloodline_info_owns_at_least_one_breton_province_y_tt;(§G*§!) [breton.GetName];;;;;;;;;;;;;x
emb_celtic_unity_bloodline_info_owns_at_least_one_breton_province_n_tt;(§RX§!) [breton.GetName];;;;;;;;;;;;;x
emb_celtic_unity_bloodline_info_owns_at_least_one_irish_province_y_tt;(§G*§!) [irish.GetName];;;;;;;;;;;;;x
emb_celtic_unity_bloodline_info_owns_at_least_one_irish_province_n_tt;(§RX§!) [irish.GetName];;;;;;;;;;;;;x
emb_celtic_unity_bloodline_info_owns_at_least_one_pictish_province_y_tt;(§G*§!) [pictish.GetName];;;;;;;;;;;;;x
emb_celtic_unity_bloodline_info_owns_at_least_one_pictish_province_n_tt;(§RX§!) [pictish.GetName];;;;;;;;;;;;;x
emb_celtic_unity_bloodline_info_owns_at_least_one_scottish_province_y_tt;(§G*§!) [scottish.GetName];;;;;;;;;;;;;x
emb_celtic_unity_bloodline_info_owns_at_least_one_scottish_province_n_tt;(§RX§!) [scottish.GetName];;;;;;;;;;;;;x
emb_celtic_unity_bloodline_info_owns_at_least_one_welsh_province_y_tt;(§G*§!) [welsh.GetName];;;;;;;;;;;;;x
emb_celtic_unity_bloodline_info_owns_at_least_one_welsh_province_n_tt;(§RX§!) [welsh.GetName];;;;;;;;;;;;;x
emb_celtic_unity_bloodline_info_after_tt;\n§G §!;;;;;;;;;;;;;x
emb_celtic_unity_this_character_is_given_black_boar_nickname_tt;[This.GetTitledFirstName] becomes known as §Y'the Black Boar'§!;;;;;;;;;;;;;x
# Tooltips (culture conversion event)
emb_celtic_unity_culture_conversion_discount_is_maximised_tt;§YINFO:§! The maximum discount has already been applied - choosing this option will NOT result in the cost being cheaper in the future.;;;;;;;;;;;;;x
emb_celtic_unity_culture_conversion_discount_will_be_increased_next_time_tt;§YINFO:§! If you choose this option then a slightly-larger discount will be applied next time.;;;;;;;;;;;;;x
# Special retinue unit names
EMB_RETTYPE_CUL_ENG;§G(EMB)§! Longbow;§G(EMB)§! Archer long;§G(EMB)§! Langbogen;;§G(EMB)§! Arco Largo;;;;;;;;;x
EMB_RETTYPE_CUL_SCOT;§G(EMB)§! Schiltron;§G(EMB)§! Schiltron;§G(EMB)§! Schiltron;;§G(EMB)§! Sheltron;;;;;;;;;x
EMB_RETTYPE_CUL_FRANK_NOR_GER;§G(EMB)§! Knight;§G(EMB)§! Chevalier;§G(EMB)§! Ritter;;§G(EMB)§! Caballero;;;;;;;;;x
EMB_RETTYPE_CUL_IRISH;§G(EMB)§! Gallowglass;§G(EMB)§! Galloglaigh;§G(EMB)§! Gallowglass;;§G(EMB)§! Gallowglass;;;;;;;;;x
EMB_RETTYPE_CUL_PICTISH;§G(EMB)§! [pictish.GetName] Raiders;§G(EMB)§! Pillards [pictish.GetName];§G(EMB)§! [pictish.GetName]e Reiter;;§G(EMB)§! Asaltantes [pictish.GetName];;;;;;;;;x
# Special building names - Tribal
emb_tb_culture_saxon_english_1;§G(EMB)§! Longbow Range;§G(EMB)§! Archerie d'arc long;§G(EMB)§! Langbogen-Schießplatz;;§G(EMB)§! Arquería de arco largo;;;;;;;;;x
emb_tb_culture_saxon_english_2;§G(EMB)§! Longbow Range;§G(EMB)§! Archerie d'arc long;§G(EMB)§! Langbogen-Schießplatz;;§G(EMB)§! Arquería de arco largo;;;;;;;;;x
emb_tb_culture_saxon_english_3;§G(EMB)§! Longbow Range;§G(EMB)§! Archerie d'arc long;§G(EMB)§! Langbogen-Schießplatz;;§G(EMB)§! Arquería de arco largo;;;;;;;;;x
emb_tb_culture_saxon_english_4;§G(EMB)§! Longbow Range;§G(EMB)§! Archerie d'arc long;§G(EMB)§! Langbogen-Schießplatz;;§G(EMB)§! Arquería de arco largo;;;;;;;;;x
emb_tb_culture_irish_1;§G(EMB)§! Gallowglass Training Ground;§G(EMB)§! Camp de galloglaigh;§G(EMB)§! Gallowglass-Reitgelände ;;§G(EMB)§! Campo de entrenamiento de gallowglass;;;;;;;;;x
emb_tb_culture_irish_2;§G(EMB)§! Gallowglass Training Ground;§G(EMB)§! Camp de galloglaigh;§G(EMB)§! Gallowglass-Reitgelände ;;§G(EMB)§! Campo de entrenamiento de gallowglass;;;;;;;;;x
emb_tb_culture_irish_3;§G(EMB)§! Gallowglass Training Ground;§G(EMB)§! Camp de galloglaigh;§G(EMB)§! Gallowglass-Reitgelände ;;§G(EMB)§! Campo de entrenamiento de gallowglass;;;;;;;;;x
emb_tb_culture_irish_4;§G(EMB)§! Gallowglass Training Ground;§G(EMB)§! Camp de galloglaigh;§G(EMB)§! Gallowglass-Reitgelände ;;§G(EMB)§! Campo de entrenamiento de gallowglass;;;;;;;;;x
emb_tb_culture_scottish_1;§G(EMB)§! Schiltron Training Ground;§G(EMB)§! Camp schiltron;§G(EMB)§! Schiltron-Übungsplatz;;§G(EMB)§! Campo de entrenamiento schiltron;;;;;;;;;x
emb_tb_culture_scottish_2;§G(EMB)§! Schiltron Training Ground;§G(EMB)§! Camp schiltron;§G(EMB)§! Schiltron-Übungsplatz;;§G(EMB)§! Campo de entrenamiento schiltron;;;;;;;;;x
emb_tb_culture_scottish_3;§G(EMB)§! Schiltron Training Ground;§G(EMB)§! Camp schiltron;§G(EMB)§! Schiltron-Übungsplatz;;§G(EMB)§! Campo de entrenamiento schiltron;;;;;;;;;x
emb_tb_culture_scottish_4;§G(EMB)§! Schiltron Training Ground;§G(EMB)§! Camp schiltron;§G(EMB)§! Schiltron-Übungsplatz;;§G(EMB)§! Campo de entrenamiento schiltron;;;;;;;;;x
emb_tb_culture_pictish_1;§G(EMB)§! Hall of War;§G(EMB)§! Salle des guerriers;§G(EMB)§! Kriegerhalle;;§G(EMB)§! Sala de guerra;;;;;;;;;x
emb_tb_culture_pictish_2;§G(EMB)§! Hall of War;§G(EMB)§! Salle des guerriers;§G(EMB)§! Kriegerhalle;;§G(EMB)§! Sala de guerra;;;;;;;;;x
emb_tb_culture_pictish_3;§G(EMB)§! Hall of War;§G(EMB)§! Salle des guerriers;§G(EMB)§! Kriegerhalle;;§G(EMB)§! Sala de guerra;;;;;;;;;x
emb_tb_culture_pictish_4;§G(EMB)§! Hall of War;§G(EMB)§! Salle des guerriers;§G(EMB)§! Kriegerhalle;;§G(EMB)§! Sala de guerra;;;;;;;;;x
emb_tb_culture_frank_norman_german_1;§G(EMB)§! [GetGermanic] Warrior Lodge;§G(EMB)§! Hutte [GetGermanic];§G(EMB)§! [GetGermanic]e Kriegerhütte;;§G(EMB)§! Alojamiento de guerreros [GetGermanic];;;;;;;;;x
emb_tb_culture_frank_norman_german_2;§G(EMB)§! [GetGermanic] Warrior Lodge;§G(EMB)§! Hutte [GetGermanic];§G(EMB)§! [GetGermanic]e Kriegerhütte;;§G(EMB)§! Alojamiento de guerreros [GetGermanic];;;;;;;;;x
emb_tb_culture_frank_norman_german_3;§G(EMB)§! [GetGermanic] Warrior Lodge;§G(EMB)§! Hutte [GetGermanic];§G(EMB)§! [GetGermanic]e Kriegerhütte;;§G(EMB)§! Alojamiento de guerreros [GetGermanic];;;;;;;;;x
emb_tb_culture_frank_norman_german_4;§G(EMB)§! [GetGermanic] Warrior Lodge;§G(EMB)§! Hutte [GetGermanic];§G(EMB)§! [GetGermanic]e Kriegerhütte;;§G(EMB)§! Alojamiento de guerreros [GetGermanic];;;;;;;;;x
# Special building names - Castle (as per vanilla, these are the same as for tribal)
emb_ca_culture_saxon_english_1;§G(EMB)§! Longbow Range;§G(EMB)§! Archerie d'arc long;§G(EMB)§! Langbogen-Schießplatz;;§G(EMB)§! Arquería de arco largo;;;;;;;;;x
emb_ca_culture_saxon_english_2;§G(EMB)§! Longbow Range;§G(EMB)§! Archerie d'arc long;§G(EMB)§! Langbogen-Schießplatz;;§G(EMB)§! Arquería de arco largo;;;;;;;;;x
emb_ca_culture_saxon_english_3;§G(EMB)§! Longbow Range;§G(EMB)§! Archerie d'arc long;§G(EMB)§! Langbogen-Schießplatz;;§G(EMB)§! Arquería de arco largo;;;;;;;;;x
emb_ca_culture_saxon_english_4;§G(EMB)§! Longbow Range;§G(EMB)§! Archerie d'arc long;§G(EMB)§! Langbogen-Schießplatz;;§G(EMB)§! Arquería de arco largo;;;;;;;;;x
emb_ca_culture_irish_1;§G(EMB)§! Gallowglass Training Ground;§G(EMB)§! Camp de galloglaigh;§G(EMB)§! Gallowglass-Reitgelände ;;§G(EMB)§! Campo de entrenamiento de gallowglass;;;;;;;;;x
emb_ca_culture_irish_2;§G(EMB)§! Gallowglass Training Ground;§G(EMB)§! Camp de galloglaigh;§G(EMB)§! Gallowglass-Reitgelände ;;§G(EMB)§! Campo de entrenamiento de gallowglass;;;;;;;;;x
emb_ca_culture_irish_3;§G(EMB)§! Gallowglass Training Ground;§G(EMB)§! Camp de galloglaigh;§G(EMB)§! Gallowglass-Reitgelände ;;§G(EMB)§! Campo de entrenamiento de gallowglass;;;;;;;;;x
emb_ca_culture_irish_4;§G(EMB)§! Gallowglass Training Ground;§G(EMB)§! Camp de galloglaigh;§G(EMB)§! Gallowglass-Reitgelände ;;§G(EMB)§! Campo de entrenamiento de gallowglass;;;;;;;;;x
emb_ca_culture_scottish_1;§G(EMB)§! Schiltron Training Ground;§G(EMB)§! Camp schiltron;§G(EMB)§! Schiltron-Übungsplatz;;§G(EMB)§! Campo de entrenamiento schiltron;;;;;;;;;x
emb_ca_culture_scottish_2;§G(EMB)§! Schiltron Training Ground;§G(EMB)§! Camp schiltron;§G(EMB)§! Schiltron-Übungsplatz;;§G(EMB)§! Campo de entrenamiento schiltron;;;;;;;;;x
emb_ca_culture_scottish_3;§G(EMB)§! Schiltron Training Ground;§G(EMB)§! Camp schiltron;§G(EMB)§! Schiltron-Übungsplatz;;§G(EMB)§! Campo de entrenamiento schiltron;;;;;;;;;x
emb_ca_culture_scottish_4;§G(EMB)§! Schiltron Training Ground;§G(EMB)§! Camp schiltron;§G(EMB)§! Schiltron-Übungsplatz;;§G(EMB)§! Campo de entrenamiento schiltron;;;;;;;;;x
emb_ca_culture_pictish_1;§G(EMB)§! Hall of War;§G(EMB)§! Salle des guerriers;§G(EMB)§! Kriegerhalle;;§G(EMB)§! Sala de guerra;;;;;;;;;x
emb_ca_culture_pictish_2;§G(EMB)§! Hall of War;§G(EMB)§! Salle des guerriers;§G(EMB)§! Kriegerhalle;;§G(EMB)§! Sala de guerra;;;;;;;;;x
emb_ca_culture_pictish_3;§G(EMB)§! Hall of War;§G(EMB)§! Salle des guerriers;§G(EMB)§! Kriegerhalle;;§G(EMB)§! Sala de guerra;;;;;;;;;x
emb_ca_culture_pictish_4;§G(EMB)§! Hall of War;§G(EMB)§! Salle des guerriers;§G(EMB)§! Kriegerhalle;;§G(EMB)§! Sala de guerra;;;;;;;;;x
emb_ca_culture_frank_norman_german_1;§G(EMB)§! [GetGermanic] Warrior Lodge;§G(EMB)§! Hutte [GetGermanic];§G(EMB)§! [GetGermanic]e Kriegerhütte;;§G(EMB)§! Alojamiento de guerreros [GetGermanic];;;;;;;;;x
emb_ca_culture_frank_norman_german_2;§G(EMB)§! [GetGermanic] Warrior Lodge;§G(EMB)§! Hutte [GetGermanic];§G(EMB)§! [GetGermanic]e Kriegerhütte;;§G(EMB)§! Alojamiento de guerreros [GetGermanic];;;;;;;;;x
emb_ca_culture_frank_norman_german_3;§G(EMB)§! [GetGermanic] Warrior Lodge;§G(EMB)§! Hutte [GetGermanic];§G(EMB)§! [GetGermanic]e Kriegerhütte;;§G(EMB)§! Alojamiento de guerreros [GetGermanic];;;;;;;;;x
emb_ca_culture_frank_norman_german_4;§G(EMB)§! [GetGermanic] Warrior Lodge;§G(EMB)§! Hutte [GetGermanic];§G(EMB)§! [GetGermanic]e Kriegerhütte;;§G(EMB)§! Alojamiento de guerreros [GetGermanic];;;;;;;;;x
# Special building activation tooltips
emb_celtic_union_has_an_active_bloodline_with_celtic_unity_breton_tt;Has an active §YCeltic Unity§! bloodline with §G[breton.GetName]§! as an §Yaccepted culture§!;;;;;;;;;x
emb_celtic_union_has_an_active_bloodline_with_celtic_unity_irish_tt;Has an active §YCeltic Unity§! bloodline with §G[irish.GetName]§! as an §Yaccepted culture§!;;;;;;;;;x
emb_celtic_union_has_an_active_bloodline_with_celtic_unity_pictish_tt;Has an active §YCeltic Unity§! bloodline with §G[pictish.GetName]§! as an §Yaccepted culture§!;;;;;;;;;x
emb_celtic_union_has_an_active_bloodline_with_celtic_unity_scottish_tt;Has an active §YCeltic Unity§! bloodline with §G[scottish.GetName]§! as an §Yaccepted culture§!;;;;;;;;;x
emb_celtic_union_has_an_active_bloodline_with_celtic_unity_welsh_tt;Has an active §YCeltic Unity§! bloodline with §G[welsh.GetName]§! as an §Yaccepted culture§!;;;;;;;;;x
emb_celtic_union_any_liege_has_an_active_bloodline_with_celtic_unity_breton_tt;Any liege has a similar or more-advanced government form, and has an active §YCeltic Unity§! bloodline with §G[breton.GetName]§! as an §Yaccepted culture§!;;;;;;;;;x
emb_celtic_union_any_liege_has_an_active_bloodline_with_celtic_unity_irish_tt;Any liege has a similar or more-advanced government form, and has an active §YCeltic Unity§! bloodline with §G[irish.GetName]§! as an §Yaccepted culture§!;;;;;;;;;x
emb_celtic_union_any_liege_has_an_active_bloodline_with_celtic_unity_pictish_tt;Any liege has a similar or more-advanced government form, and has an active §YCeltic Unity§! bloodline with §G[pictish.GetName]§! as an §Yaccepted culture§!;;;;;;;;;x
emb_celtic_union_any_liege_has_an_active_bloodline_with_celtic_unity_scottish_tt;Any liege has a similar or more-advanced government form, and has an active §YCeltic Unity§! bloodline with §G[scottish.GetName]§! as an §Yaccepted culture§!;;;;;;;;;x
emb_celtic_union_any_liege_has_an_active_bloodline_with_celtic_unity_welsh_tt;Any liege has a similar or more-advanced government form, and has an active §YCeltic Unity§! bloodline with §G[welsh.GetName]§! as an §Yaccepted culture§!;;;;;;;;;x
emb_celtic_unity_human_with_debug_mode_turned_on_tt;§R!!!DEBUG MODE!!!§! Is a human with debug mode turned on;;;;;;;;;x
# General bloodline effects (for bloodline screen)
emb_bloodline_effect_celtic_culture_conversion;Faster §Yculture conversion§! of demesne provinces;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_retinues;Hire §Yaccepted culture§! retinues;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_buildings;Build §Yaccepted culture§! buildings in all §YCeltic§! provinces;;;;;;;;;;;;;x
# Specific bloodline effects (for bloodline screen)
emb_bloodline_effect_celtic_breton_irish;§YAccepted cultures§! are: §GBreton§! & §GIrish§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_breton_pictish;§YAccepted cultures§! are: §GBreton§! & §GPictish§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_breton_scottish;§YAccepted cultures§! are: §GBreton§! & §GScottish§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_breton_welsh;§YAccepted cultures§! are: §GBreton§! & §GWelsh§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_irish_pictish;§YAccepted cultures§! are: §GIrish§! & §GPictish§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_irish_scottish;§YAccepted cultures§! are: §GIrish§! & §GScottish§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_irish_welsh;§YAccepted cultures§! are: §GIrish§! & §GWelsh§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_pictish_scottish;§YAccepted cultures§! are: §GPictish§! & §GScottish§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_pictish_welsh;§YAccepted cultures§! are: §GPictish§! & §GWelsh§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_scottish_welsh;§YAccepted cultures§! are: §GScottish§! & §GWelsh§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_breton_irish_pictish;§YAccepted cultures§! are: §GBreton§!, §GIrish§! & §GPictish§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_breton_irish_scottish;§YAccepted cultures§! are: §GBreton§!, §GIrish§! & §GScottish§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_breton_irish_welsh;§YAccepted cultures§! are: §GBreton§!, §GIrish§! & §GWelsh§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_breton_pictish_scottish;§YAccepted cultures§! are: §GBreton§!, §GPictish§! & §GScottish§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_breton_pictish_welsh;§YAccepted cultures§! are: §GBreton§!, §GPictish§! & §GWelsh§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_breton_scottish_welsh;§YAccepted cultures§! are: §GBreton§!, §GScottish§! & §GWelsh§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_irish_pictish_scottish;§YAccepted cultures§! are: §GIrish§!, §GPictish§! & §GScottish§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_irish_pictish_welsh;§YAccepted cultures§! are: §GIrish§!, §GPictish§! & §GWelsh§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_irish_scottish_welsh;§YAccepted cultures§! are: §GIrish§!, §GScottish§! & §GWelsh§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_pictish_scottish_welsh;§YAccepted cultures§! are: §GPictish§!, §GScottish§! & §GWelsh§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_breton_irish_pictish_scottish;§YAccepted cultures§! are: §GBreton§!, §GIrish§!, §GPictish§! & §GScottish§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_breton_irish_pictish_welsh;§YAccepted cultures§! are: §GBreton§!, §GIrish§!, §GPictish§! & §GWelsh§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_breton_irish_scottish_welsh;§YAccepted cultures§! are: §GBreton§!, §GIrish§!, §GScottish§! & §GWelsh§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_breton_pictish_scottish_welsh;§YAccepted cultures§! are: §GBreton§!, §GPictish§!, §GScottish§! & §GWelsh§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_irish_pictish_scottish_welsh;§YAccepted cultures§! are: §GIrish§!, §GPictish§!, §GScottish§! & §GWelsh§!;;;;;;;;;;;;;x
emb_bloodline_effect_celtic_breton_irish_pictish_scottish_welsh;§YAccepted cultures§! are: §GBreton§!, §GIrish§!, §GPictish§!, §GScottish§! & §GWelsh§!;;;;;;;;;;;;;x
