# Decisions
expd_pdxrptg_daedric_favour_gain;Become Favoured by [Root.Offmap.GetName];;;;;;;;;;;;;x
expd_pdxrptg_daedric_favour_gain_desc;By investing a large amount of §YArdor§!, I can persuade [Root.Offmap.GetName] to continue to look upon me favourably, even if I am no longer directly worshipping them.;;;;;;;;;;;;;x
# Decision criteria tooltips
expd_pdxrptg_daedric_favour_this_character_is_not_dragonblood_tt;Is NOT Dragon-Blooded §g(Dragon-Blooded characters are favoured by default)§!;;;;;;;;;;;;;x
expd_pdxrptg_daedric_favour_this_character_is_not_already_favoured_by_prev_offmap_power_tt;Is NOT already §YFavoured by [Prev.Offmap.GetName]§!;;;;;;;;;;;;;x
expd_pdxrptg_daedric_favour_this_character_has_a_daedric_artifact_from_prev_offmap_power_tt;Owns one of [Prev.Offmap.GetName]'s artifacts;;;;;;;;;;;;;x
# Triggers
expd_pdxrptg_daedric_favour_this_character_is_favoured_by_azura_tt;Is §YFavoured by Azura§! - either because [This.GetSheHe] worships them in secret, or simply due to the inscrutable whims of the Daedric Lord;;;;;;;;;;;;;x
expd_pdxrptg_daedric_favour_this_character_is_favoured_by_boethiah_tt;Is §YFavoured by Boethiah§! - either because [This.GetSheHe] worships them in secret, or simply due to the inscrutable whims of the Daedric Lord;;;;;;;;;;;;;x
expd_pdxrptg_daedric_favour_this_character_is_favoured_by_clavicus_tt;Is §YFavoured by Clavicus Vile§! - either because [This.GetSheHe] worships them in secret, or simply due to the inscrutable whims of the Daedric Lord;;;;;;;;;;;;;x
expd_pdxrptg_daedric_favour_this_character_is_favoured_by_hermaeus_tt;Is §YFavoured by Hermaeus Mora§! - either because [This.GetSheHe] worships them in secret, or simply due to the inscrutable whims of the Daedric Lord;;;;;;;;;;;;;x
expd_pdxrptg_daedric_favour_this_character_is_favoured_by_hircine_tt;Is §YFavoured by Hircine§! - either because [This.GetSheHe] worships them in secret, or simply due to the inscrutable whims of the Daedric Lord;;;;;;;;;;;;;x
expd_pdxrptg_daedric_favour_this_character_is_favoured_by_jyggalag_tt;Is §YFavoured by Jyggalag§! - either because [This.GetSheHe] worships them in secret, or simply due to the inscrutable whims of the Daedric Lord;;;;;;;;;;;;;x
expd_pdxrptg_daedric_favour_this_character_is_favoured_by_malacath_tt;Is §YFavoured by Malacath§! - either because [This.GetSheHe] worships them in secret, or simply due to the inscrutable whims of the Daedric Lord;;;;;;;;;;;;;x
expd_pdxrptg_daedric_favour_this_character_is_favoured_by_mehrunes_tt;Is §YFavoured by Mehrunes Dagon§! - either because [This.GetSheHe] worships them in secret, or simply due to the inscrutable whims of the Daedric Lord;;;;;;;;;;;;;x
expd_pdxrptg_daedric_favour_this_character_is_favoured_by_mephala_tt;Is §YFavoured by Mephala§! - either because [This.GetSheHe] worships them in secret, or simply due to the inscrutable whims of the Daedric Lord;;;;;;;;;;;;;x
